"taxon","log_ratio_effect","se_mean","p_value","p_adj_BH"
"Labilibaculum antarcticum",4.2711276756157,3.32998724761412,0.279278185161293,0.999973835296744
"Pseudodesulfovibrio indicus",3.37212742832322,2.81347284508574,0.297198941889196,0.999973835296744
"Methylosinus trichosporium",3.2949447455589,3.31113362171974,0.390034502748073,0.999973835296744
"Paenibacillus sp. PK3_47",1.853648383166,2.04325263274319,0.446920068734979,0.999973835296744
"Ornithinimicrobium sp. HY006",1.4865936311526,5.03719639012768,0.746884613405203,0.999973835296744
"Deferribacter desulfuricans",0.32709539513919,3.39177122093853,0.782716769648413,0.999973835296744
"Paenibacillus tritici",-0.207515482702983,3.91005038249684,0.82383635903124,0.999974638153524
"Roseibium sp. Sym1",3.33412022079498,2.61743418738763,0.2746159182953,0.999975779942147
"Algoriphagus machipongonensis",3.09983325493753,2.89506239007683,0.361819899914496,0.999975779942147
"Caldicellulosiruptor morganii",3.48322361107494,3.77460497830811,0.416680594119685,0.999975779942147
"Schlegelella aquatica",3.20832424592188,3.49098331096289,0.419303328052109,0.999975779942147
"Streptomyces capitiformicae",3.9024423117,5.16584597741959,0.496581857433547,0.999975779942147
"Mesobacillus subterraneus",2.8708333450025,3.82004101021039,0.497267425073088,0.999975779942147
"Allomuricauda lutaonensis",2.57858405452471,3.44487781087437,0.501155706843386,0.999975779942147
"Xanthomonas sacchari",2.42400473104196,3.78582217775362,0.547047623085101,0.999975779942147
"Actinomyces sp. oral taxon 414",0.973204886290398,1.59117385788024,0.591801012481686,0.999975779942147
"Protaetiibacter sp. SSC-01",2.07925214743504,3.89536658290423,0.614111731017332,0.999975779942147
"Pseudomonas fragi",0.86054924863111,1.69757958524496,0.647809680155364,0.999975779942147
"Romboutsia ilealis",0.703272197125526,1.63452956878765,0.693885581571903,0.999975779942147
"Brevundimonas sp. LM2",3.89491184391875,3.21939933382226,0.29409368931039,0.999979872684224
"Ahniella affigens",3.18332417776876,4.01890656456573,0.478972099511393,0.999979872684224
"Solidesulfovibrio magneticus",3.77499855046905,4.19981952861736,0.422454094305373,0.999980243091621
"Spirosoma foliorum",0.444717474543287,3.23493941368266,0.76514363683713,0.999981574011784
"Niallia taxi",-4.86224534393918,2.95650587803251,0.22111232520719,0.999983759942931
"Polynucleobacter acidiphobus",-4.5022782856375,2.86119712558472,0.239703063433068,0.999983759942931
"Actinoplanes sp. OR16",1.96592716262762,2.34043457359178,0.480222158022789,0.99998454679583
"Pandoraea oxalativorans",4.86422544252048,2.51344852092298,0.12994491410707,0.999987095420418
"Variovorax sp. PBL-H6",3.28368840516491,1.82941133979813,0.141543448737718,0.999987095420418
"Jiella pelagia",3.05751063494529,1.79816450877588,0.160901495690258,0.999987095420418
"Cellulomonas sp. ES6",6.63418570105298,4.21650472889894,0.192812951364323,0.999987095420418
"Deinococcus radiophilus",3.04112025216288,2.05553007973482,0.216910443386077,0.999987095420418
"Xylophilus sp. GOD-11R",6.39818030367609,4.50853723839815,0.233362716679515,0.999987095420418
"Rubrobacter xylanophilus",3.07364862510884,2.28683176235127,0.237279879978642,0.999987095420418
"Sphingopyxis sp. OPL5",5.67768611299964,4.04199542337518,0.239410841569071,0.999987095420418
"Gemmatirosa kalamazoonensis",3.02271790666046,2.21031609068354,0.239711166207775,0.999987095420418
"Capnocytophaga haemolytica",5.76418895441303,4.1067747420962,0.240108687223758,0.999987095420418
"Falsirhodobacter algicola",4.84511730918887,3.65162213882776,0.265093648704712,0.999987095420418
"Bacteroides sp. PHL 2737",7.19225674610249,5.70060868387299,0.273322615793514,0.999987095420418
"Mycolicibacterium sp. HK-90",5.19136350469384,3.79882056277635,0.27492707236538,0.999987095420418
"Diaphorobacter sp. HDW4A",5.41036129518215,4.00180334480576,0.278186248170631,0.999987095420418
"Adhaeribacter radiodurans",3.10512361639145,2.494343332954,0.283558055378054,0.999987095420418
"Paenibacillus thiaminolyticus",2.78112851471455,2.20826287827111,0.285456849526419,0.999987095420418
"Enhydrobacter sp.",3.54451023499362,2.88400651156287,0.286172477659063,0.999987095420418
"Antiquaquibacter oligotrophicus",5.01313556783976,3.88555205778844,0.297924012499425,0.999987095420418
"Desulfoscipio gibsoniae",2.05817108832222,1.81701153354221,0.334271851099384,0.999987095420418
"Sporomusa termitida",2.97923220062419,2.74790464737608,0.345534258320765,0.999987095420418
"Arthrobacter sp. StoSoilB20",2.34335915890589,2.33226556557135,0.390816581830346,0.999987095420418
"Citrobacter freundii",2.69244967968799,2.82271269794031,0.401851959254129,0.999987095420418
"Friedmanniella luteola",3.04198474490746,3.13948991225165,0.405010025752946,0.999987095420418
"Thermanaerosceptrum fracticalcis",2.54206127200265,2.65360776105582,0.406180290154874,0.999987095420418
"Pontibacter kalidii",3.15692219757292,3.39175189842205,0.412173811408269,0.999987095420418
"Stenotrophomonas sp. 169",3.8942003826971,4.22667803479793,0.412361180684699,0.999987095420418
"Selenomonas sp. oral taxon 126",3.09144059655771,3.40312718511588,0.419129800874379,0.999987095420418
"Mycobacterium vicinigordonae",4.02154915764369,4.39268086621384,0.427625158886628,0.999987095420418
"Corynebacterium guangdongense",2.12919944343272,2.30433187761941,0.436091844278606,0.999987095420418
"Aminomonas paucivorans",2.1444675105049,2.37835004755031,0.437229367499638,0.999987095420418
"Egicoccus halophilus",2.1249580126032,2.28346126071045,0.438726706128327,0.999987095420418
"uncultured Alistipes sp.",2.38451949493592,2.79194832889183,0.44861344624178,0.999987095420418
"Methanosarcina sp. MTP4",3.82113108200701,4.56344164693841,0.456561337194609,0.999987095420418
"Anaeromyxobacter paludicola",2.3412634884015,2.6952865694992,0.45913768503766,0.999987095420418
"Desulfovibrio sp. G11",2.69666544015661,3.24991025129075,0.461996216995163,0.999987095420418
"Streptomyces deccanensis",3.11166015637865,3.95396118907468,0.479789713007886,0.999987095420418
"Massilia sp. YMA4",3.47751059286091,4.39275156441803,0.480489179038651,0.999987095420418
"Catenibacterium mitsuokai",2.13687336417467,2.65329726352626,0.481383630438589,0.999987095420418
"Brachybacterium sp. P6-10-X1",2.3114259348634,2.9254940497635,0.497466672130054,0.999987095420418
"Azospirillum brasilense",2.04070548012752,2.68620471877001,0.520846419405575,0.999987095420418
"Amycolatopsis aidingensis",2.37563331644675,3.57216873534219,0.540588262634858,0.999987095420418
"Mycolicibacterium fluoranthenivorans",2.26369600487371,3.52937739905964,0.546178874502141,0.999987095420418
"Eggerthella lenta",1.45628650480813,2.17542947610523,0.551409862119266,0.999987095420418
"Bordetella bronchialis",1.66556208910061,2.37484145625327,0.562016784713049,0.999987095420418
"Nitrogeniibacter aestuarii",2.20329143643203,3.59265434880217,0.568043710288226,0.999987095420418
"Corynebacterium callunae",2.53004127387917,4.15294015027409,0.568103274098964,0.999987095420418
"Corynebacterium confusum",2.69701365621613,4.29915055263869,0.568425547716515,0.999987095420418
"Granulicella sp. 5B5",2.5371164941314,4.37859435986504,0.588383716727624,0.999987095420418
"Kitasatospora sp. MMS16-BH015",2.48996614592107,4.32766536368637,0.598319084058838,0.999987095420418
"Lughvirus lugh",3.45958358072883,6.22928014612486,0.609613701494388,0.999987095420418
"Pontibacter sp. G13",2.44332654625437,4.4379627853389,0.614403931195225,0.999987095420418
"Tellurirhabdus bombi",1.88198206324493,3.6956689409464,0.629277742128141,0.999987095420418
"Sulfitobacter alexandrii",2.38553400148564,4.81802247901481,0.642078638379747,0.999987095420418
"Propionibacterium freudenreichii",0.878212618423669,1.83918192654311,0.667711990310619,0.999987095420418
"Kingella oralis",1.27149925727687,3.87054104260582,0.710343993505405,0.999987095420418
"Paenibacillus durus",0.587981719042197,1.50501071907021,0.714381694091442,0.999987095420418
"Pyxidicoccus parkwaysis",0.582723306807056,1.51507799659144,0.717245436121201,0.999987095420418
"Parvularcula sp. IMCC14364",0.867354771932199,3.70044741235219,0.736708369671029,0.999987095420418
"Aeromonas salmonicida",0.468985228672774,1.42800098209495,0.745486073863835,0.999987095420418
"Butyricicoccus sp. GAM44",0.490969810903794,1.48596335585382,0.746591036605728,0.999987095420418
"Actinomadura sp. NAK00032",0.547341818876771,3.4285878231466,0.755314677567074,0.999987095420418
"Paraprevotella xylaniphila",0.446139020481832,1.49026772221155,0.765242938830987,0.999987095420418
"Sphingomonas bisphenolicum",0.462118254121404,3.54402074007687,0.773771900530456,0.999987095420418
"Stratiformator vulcanicus",0.25908134994208,3.20393687144228,0.774455524321767,0.999987095420418
"Nocardioides sp. WS12",0.395591363697854,3.30876344158104,0.777737670452836,0.999987095420418
"Moraxella nasovis",0.235411953655515,3.22750175227878,0.787458430135693,0.999987095420418
"Cyanobium sp. NS01",-0.274087489312712,3.61246687799068,0.806149374958093,0.999987095420418
"Labilibaculum manganireducens",0.216948570250844,3.62267698954578,0.809998154123991,0.999987095420418
"Klebsiella huaxiensis",0.247712135014315,3.48657183676379,0.810723481610298,0.999987095420418
"Anaerotruncus colihominis",0.243326843559946,1.31973201990615,0.81453964247406,0.999987095420418
"Cellulomonas sp. C5510",0.182262043342316,3.46993526664763,0.825722444760048,0.999987095420418
"Brevundimonas sp. NIBR11",0.00918814318037118,3.40318763583516,0.825726765065092,0.999987095420418
"Streptomyces sp. A2-16",0.473853198016739,4.33486091874227,0.828395293672971,0.999987095420418
"Chondrinema litorale",0.220825902419178,4.2465622215702,0.835307192469944,0.999987095420418
"Paenibacillus donghaensis",-0.143647491918343,1.2944014286716,0.83979221803149,0.999987095420418
"Tsuneonella amylolytica",0.155058044898808,4.07810885182329,0.844226149236967,0.999987095420418
"Stomatobaculum sp. F0698",-0.0625364672536686,1.14030936761402,0.853067853142193,0.999987095420418
"Desulfonema limicola",-0.0494091037770331,4.47532256074831,0.861395767886977,0.999987095420418
"Schaalia meyeri",0.0345861403002563,1.55209770038135,0.889315408030697,0.999987095420418
"Corynebacterium sp. SCR221107",0.666763632790464,1.4196047579981,0.670765183801853,0.999988830211043
"Propionimicrobium sp. PCR01-08-3",1.27327649636718,4.02266364788767,0.74703188104137,0.999988830211043
"Mycolicibacterium poriferae",2.67151472819879,2.66537711328534,0.396393356611978,0.999989090702972
"Maribacter sp. Hal144",3.05338229142652,3.88847834589627,0.481577763558556,0.999991335552517
"Antarcticibacterium sp. 1MA-6-2",-0.620068978165674,3.68212755613543,0.773360252287401,0.999992342506077
"Curtobacterium sp. TC1",6.15517230430438,4.38754725276807,0.259425375288996,0.999992973349062
"Arthrobacter sp. Helios",4.84593406611139,4.28292756180106,0.332967246516591,0.999992973349062
"Nocardioides sp. zg-1228",0.417544122748692,3.52824896535942,0.821163120777738,0.999992973349062
"Roseococcus microcysteis",4.88914921430024,2.91858895061388,0.170689330894874,0.999993203971287
"Ligilactobacillus ruminis",-0.774422557591024,0.48122303446879,0.305275411476334,0.999993203971287
"Christiangramia fulva",2.7165469996068,2.85779194079201,0.413679501084505,0.999993203971287
"Desulfuromonas acetoxidans",2.08481348465108,2.14090217596195,0.419430498789261,0.999993203971287
"Thiomicrorhabdus sp.",1.99408223212473,2.30212350264854,0.460974509026394,0.999993203971287
"Burkholderia arboris",3.14117300160891,4.10122121049276,0.491989396527299,0.999993203971287
"Desulfurispirillum indicum",1.52669289169351,2.31533866043893,0.58290289620111,0.999993203971287
"Methylovirgula sp. HY1",2.78743306185993,4.67730777742557,0.584438608884442,0.999993203971287
"Gallibacterium salpingitidis",1.64961907877023,2.61506075236091,0.593914527887915,0.999993203971287
"Wenzhouxiangella sp. AB-CW3",2.00780425302629,3.79478584149391,0.621693334852629,0.999993203971287
"Halomonas profundi",0.955752268666759,4.0174136778777,0.747680086564882,0.999993203971287
"Caulobacter sp. NIBR1757",0.726525331078596,3.51453860715978,0.772462979363775,0.999993203971287
"Mesobacillus sp. AQ2",0.854573923915785,4.41364094402886,0.781795236812683,0.999993203971287
"Microcella alkaliphila",0.300066951563127,3.43194092367568,0.785749932371763,0.999993203971287
"Allobaculum sp. Allo2",0.0227504047852984,0.974039222606238,0.836351743220148,0.999993203971287
"Urbifossiella limnaea",2.69874804089212,1.95425515682006,0.241195101715896,0.999994359538203
"Streptomyces nitrosporeus",0.18469544264357,3.48277601806222,0.808245501507553,0.999994914186331
"Bathymodiolus septemdierum thioautotrophic gill symbiont",4.81979285620294,3.66873715788349,0.292848279451287,0.999996458964232
"Amycolatopsis sp. 2-2",2.12578463263553,2.27347225803249,0.417459970165035,0.999996458964232
"Umezawaea sp. Da 62-37",0.970540247845605,1.87289926265212,0.643067560726397,0.999996458964232
"Nocardia yunnanensis",0.701506559149361,3.94080021223008,0.785875867040527,0.999996458964232
"Qipengyuania spongiae",0.362415653204149,3.87642217346818,0.809267224261528,0.999996458964232
"Natronobeatus ordinarius",-0.133463582937675,3.28107665504409,0.862450545786239,0.999996458964232
"Paracoccus fistulariae",0.395016862388234,3.63137079463463,0.795476469404046,0.999998152208274
"Streptococcus vestibularis",-8.31552726128412,2.56125969137909,0.0398371219816289,1
"Veillonella parvula",-2.39268746558271,0.73355432900532,0.0424910095533597,1
"Streptococcus sp. FDAARGOS_192",-8.78012961415248,2.93834065489172,0.0471287193697579,1
"Paracoccus marcusii",-8.89786546702619,3.22131927479639,0.0571509749374915,1
"Neisseria meningitidis",-8.95391546063523,3.27808767182712,0.0597408898903853,1
"Treponema pedis",-7.8371688328542,2.84144631187996,0.0602066542678811,1
"Nitrosospira lacus",-7.34577318976571,2.69456630257663,0.0630759612810202,1
"Flavobacterium gilvum",-7.72504209766862,2.95439080381163,0.0686190412577766,1
"Candidatus Planktophila sulfonica",-7.50181431053261,2.87671983133915,0.0697815314316488,1
"Megamonas hypermegale",-6.06972098291394,2.4652987710136,0.0706438832904236,1
"Staphylococcus capitis",-7.74589304403738,2.97839396520253,0.0706964477836244,1
"Tepidibacter sp. 8C15b",-7.89391638265099,3.0597895505753,0.0713990194636793,1
"Myroides phaeus",-7.34293963344342,2.84534081286766,0.0716429662417652,1
"Qipengyuania sp. HL-TH5",-8.05831273938084,3.1788500262418,0.0735003057438955,1
"Clostridium sp. BNL1100",-6.90672525178694,2.71597895371464,0.0760072394663505,1
"Citrobacter farmeri",-7.51398101756287,3.0176121523179,0.0776367870334833,1
"Streptococcus lactarius",-6.77541537847404,2.72910036515264,0.0798026764242327,1
"Acidilutibacter cellobiosedens",-5.54282552908351,2.37793304614406,0.0808112557529666,1
"Corynebacterium simulans",-6.97272266812612,2.81069364545583,0.0814980064358326,1
"Ciceribacter thiooxidans",-6.57675545842514,2.91565431265082,0.086859735083732,1
"Crassaminicella thermophila",-7.52705528098314,3.17273090180185,0.0870720936526039,1
"Fusobacterium nucleatum",-10.5541836606543,4.55818046453085,0.0872623688675876,1
"Ferrimonas sp. SCSIO 43195",-7.45089816362126,3.13449427790605,0.0877958392516009,1
"Gracilinema caldarium",-6.8483947498149,2.87526988854786,0.0891369230122998,1
"uncultured Ilyobacter sp.",-8.64141460123202,3.75133185106635,0.0916499448690275,1
"Luteimonas sp. MC1572",-8.2516336897708,3.60738926104977,0.0949985757303961,1
"Echinicola strongylocentroti",-5.18398481181403,2.39599059981242,0.0985802722588614,1
"Marinobacter sp. JH2",-6.99620475653731,3.08404992716213,0.0990423792842393,1
"Clostridium cellulovorans",-6.16872562897244,2.85527067694449,0.0993854908056274,1
"Pandoraea apista",-8.88843514574023,4.01780159148765,0.100162099333875,1
"Gordonia bronchialis",-6.22189378167914,2.94012403430946,0.101436553411832,1
"Acetivibrio clariflavus",-5.82489866507278,2.797538625624,0.104363509539553,1
"Rhodomicrobium lacus",-8.14454420882941,3.74531517628834,0.105846209802199,1
"Sedimentibacter sp. MB35-C1",-6.23797815909425,3.00002916684518,0.106798781919288,1
"Hydrogenophaga crassostreae",-7.39528264345662,3.4414969208724,0.108970014510966,1
"Clostridium sp. OS1-26",-5.23682309440569,2.53373092345915,0.109293775837987,1
"Helicobacter cinaedi",-7.53000025094149,3.50774013000733,0.109505570010796,1
"Parascardovia denticolens",-6.81158028154919,3.17217541964423,0.113122925878456,1
"Desulfofarcimen acetoxidans",-5.42117385962615,2.71597910166229,0.114129973822988,1
"Neobacillus novalis",-6.76308680051586,3.35240880886618,0.114558500293737,1
"Clostridium bornimense",-6.05410521729737,3.01210044893074,0.115813116285288,1
"Lysobacter sp. TY2-98",-8.22637025395569,3.97810494015225,0.11892161416563,1
"Permianibacter aggregans",-7.46642802067991,3.60949879562603,0.121382286689229,1
"Bradyrhizobium sp. Ash2021",-7.55507392239148,3.84306293805019,0.121599715619431,1
"Halomonas sp. I5-271120",-5.43045651651481,2.77333253372245,0.121666112131744,1
"Shewanella algae",-5.78236145779811,2.95221092046392,0.122472244317705,1
"Chitinophaga filiformis",-5.39918661051034,2.78929863683215,0.123197122047111,1
"Gottschalkia acidurici",-4.97950346505262,2.57949001449916,0.126319630745889,1
"Salegentibacter salegens",-6.54701388426416,3.2076610165651,0.126762111137922,1
"Candidatus Kaistella beijingensis",-7.66041739789917,3.81841011904535,0.126996851811662,1
"Clostridium gelidum",-5.87597470308225,3.03277392859137,0.127827006947069,1
"Paenibacillus sp. FSL R5-0912",-5.4425077403296,2.86573790734804,0.129040409415516,1
"Algoriphagus sanaruensis",-6.48634522147711,3.21553302362631,0.130811526630498,1
"Fusobacterium ulcerans",-10.3162203603962,5.32914357320988,0.132353555176341,1
"Cohcovirus splanchnicus",-7.8939370815492,4.2098844967984,0.134383220446391,1
"Parabacteroides chongii",-2.85393790486139,1.46364819908135,0.134408141035699,1
"Haemophilus influenzae",-5.68306384567222,3.03880932154889,0.138379117203111,1
"Dickeya dadantii",-7.64308860822274,3.99580812013458,0.141207949289596,1
"Endlipuvirus intestinihominis",-10.9732139575461,5.67628686370268,0.14143021454238,1
"Paracidovorax cattleyae",-6.55203811490459,3.62127572927037,0.143368210030848,1
"Bradyrhizobium prioritasuperba",-5.66013928560335,3.07431580355523,0.144337665917825,1
"Brucepastera parasyntrophica",-5.01284905902102,2.78276657745715,0.145305820310588,1
"Clostridium sp. 001",-5.92870208729532,3.25889339952118,0.145433594730997,1
"Eubacterium callanderi",-1.57043242832979,0.757207651391106,0.145569815445065,1
"Blautia massiliensis (ex Durand et al. 2017)",-11.9469777681581,6.30734214289753,0.145911040137632,1
"Streptococcus thermophilus",-2.70544907512127,1.44796896617812,0.14815768317013,1
"Hymenobacter volaticus",-7.87601863832087,4.34828133774565,0.149314809378976,1
"Devosia sp. JXJ CY 41",-6.59392316161238,3.67788403210633,0.149472177283582,1
"Neobacillus mesonae",-5.35115495759174,2.98005242301279,0.150795613415274,1
"Caenibius sp. WL",-5.98603719364872,3.33593850081194,0.154106282860972,1
"Palleronia sp. LCG004",-6.86892238793122,3.87764146856911,0.154327839983097,1
"Serpentinicella alkaliphila",-5.47576101396582,3.12057487079046,0.159252322186422,1
"Desulfonema magnum",-5.08301211775572,2.96657467441878,0.160587631250558,1
"Clostridium sp. BJN0001",-5.14176000298679,2.9362791894992,0.160878686902251,1
"Clostridium saccharobutylicum",-5.54010559889501,3.15053643362581,0.161691003035027,1
"Mucilaginibacter rubeus",-7.36769054467835,3.88468062624336,0.162535164025039,1
"Cohcovirus hiberniae",-7.14470294408443,4.1586028145958,0.162815585319956,1
"Streptomyces phaeoluteigriseus",-5.0672357232012,2.98041776651021,0.163054026092338,1
"Arthrobacter sp. YC-RL1",-6.79324235926188,3.60832860975185,0.163538262845122,1
"Paenibacillus sp. S02",-7.23781420408411,3.87423009422967,0.165248715816663,1
"Planktothrix agardhii",-6.17023253018493,3.23042935875279,0.16710450893377,1
"Roseivivax sp. THAF30",-5.05566297772449,2.9885458140083,0.167672572558372,1
"Rhizobium rhizogenes",-6.20696892626599,3.27858250457658,0.168523219096832,1
"Gimesia alba",-5.33796192162231,3.11532595256474,0.168773041404817,1
"Hafnia paralvei",-6.69210600896966,3.59102887466432,0.169535543536695,1
"Neisseria sp. oral taxon 014",-5.15848601664016,3.02712962151014,0.170791133112849,1
"Lignipirellula cremea",-5.32358974069278,3.22281930143586,0.173651530358135,1
"Comamonas sp. ZM22",-4.98561563638267,2.98555599435818,0.175359179134479,1
"Conchiformibius steedae",-6.42874288144913,3.84249990661877,0.176783869790591,1
"Halopseudomonas salegens",-5.95299882680006,3.55223087661019,0.177828919977065,1
"Bifidobacterium imperatoris",-6.20300178669324,3.76870307379752,0.178054936627845,1
"Pseudomonas donghuensis",-7.03095082660508,3.92636999989063,0.178095726557199,1
"Thomasclavelia ramosa",-1.7778300492674,0.99223128654223,0.178410259958599,1
"Alienimonas californiensis",-5.0417575868791,3.03664442587524,0.178799807048836,1
"Hymenobacter sp. HDW8",-5.88320512655713,3.1922982241766,0.179563786531487,1
"Sebaldella termitidis",-4.58830258752975,2.747424146465,0.179569133528647,1
"Frigidibacter mobilis",-7.2480445129721,4.39381849819487,0.179670409447345,1
"Anaerococcus sp. Marseille-Q7828",-4.77398173296288,2.88279790317506,0.180444668708776,1
"Cryobacterium sp. LW097",-6.70996896479478,3.78074817394705,0.180489213358653,1
"Amniculibacterium sp. G2-70",-7.0588388501677,4.36211843112079,0.181549009480471,1
"Edaphobacter sp. 4G125",-4.49465471275418,2.71814689979335,0.181701000757469,1
"Altererythrobacter sp. TH136",-5.99081826070687,3.33408258497795,0.184203595241095,1
"Acinetobacter lwoffii",-6.33082260768273,3.88920457801718,0.184789933062894,1
"Acinetobacter indicus",-4.32071827645974,2.63529370144209,0.184824004131152,1
"Mesorhizobium sp. 113-3-3",-5.72803254721646,3.146605853136,0.184892546720468,1
"uncultured Rhodoferax sp.",-6.0288460496575,3.36489425972487,0.185573556210256,1
"Keratinibaculum paraultunense",-5.2191112797028,3.18651476039699,0.186665627826233,1
"Acidithiobacillus ferrooxidans",-5.7580316255395,3.17860619264283,0.187522336354518,1
"Rhizobium tumorigenes",-5.69109692008915,3.17700056069229,0.187709046847875,1
"Granulicella tundricola",-4.57805769876506,2.90509331983898,0.188385931712413,1
"Mycolicibacter sp. MYC123",-5.8941336386091,3.34373052332713,0.188724051573763,1
"Gordonia westfalica",-6.05866124579885,3.43309675118978,0.189260451571835,1
"Lactobacillus iners",-5.83435031338032,3.27361171133374,0.189955345941391,1
"Bosea sp. RAC05",-5.37662208330114,3.35322968326984,0.190983015122397,1
"Actinomyces sp. oral taxon 171",-5.51249262695349,3.44605050092952,0.191203649673377,1
"Parabacteroides goldsteinii",-1.48311869982095,0.830019085300685,0.191453450593535,1
"Corynebacterium suedekumii",-4.51254727910086,2.81516614809901,0.191830289580887,1
"Kozakia baliensis",-5.62790764656041,3.50935849517713,0.192049465655472,1
"Actinomadura verrucosospora",3.02709419249102,1.99424101383415,0.192383355199962,1
"Aggregatibacter actinomycetemcomitans",-4.96049218959066,3.11052007485898,0.194263045128558,1
"Streptococcus canis",-5.33597623941516,2.99963299223053,0.195744316963103,1
"Hydrogenophaga sp. PBL-H3",-5.50230041302954,3.13799621522303,0.196044762122888,1
"Paenibacillus sp. N3/727",-5.89929734344281,3.40686919551459,0.196521563131889,1
"Methanofollis aquaemaris",-5.29219561312977,3.06501716938713,0.196756737282132,1
"Sutcliffiella horikoshii",-5.64688226718716,3.22615944316192,0.197179285654353,1
"Brevundimonas pondensis",-5.49734292525351,3.18208803598903,0.199193938121884,1
"Methylocaldum szegediense",-5.77660253846892,3.37003553892392,0.199437816638143,1
"Micromonospora sp. WMMA2032",-5.25515830432313,3.09335703501787,0.199598683135589,1
"Planococcus sp. MB-3u-03",-4.82915380857436,3.12014095128644,0.200236879416435,1
"Arsenicicoccus sp. oral taxon 190",-5.19009908444908,2.95431851475209,0.200505762916798,1
"Corynebacterium zhongnanshanii",-4.57949790806553,2.9035759725304,0.202216667613808,1
"Bradyrhizobium guangdongense",-5.31576613511807,3.10629876427195,0.202568306455261,1
"Spirosoma endbachense",-4.84806759349625,3.11342902466395,0.202946657535865,1
"Lelliottia amnigena",-5.15404745998833,2.97457462511055,0.203372567940411,1
"Pseudonocardia sp. DSM 110487",-5.10446326656092,3.29364972895973,0.203549040344079,1
"Achromobacter denitrificans",-6.9582903721948,4.52386295611807,0.203686259056348,1
"Variovorax sp. SRS16",-5.89246181196617,3.51483270802373,0.204153863507032,1
"Tumebacillus algifaecis",-5.18837017472887,3.34717282109103,0.205036533965703,1
"Paracoccus yeei",-6.14100610216382,4.0069495898007,0.205456535411717,1
"Bradyrhizobium commune",-5.23983752866739,3.08028951123072,0.206014639840936,1
"Caloramator sp. E03",-5.35397949632231,3.51661979144124,0.206615062862986,1
"Paenibacillus urinalis",-4.70951376952973,3.03698875843042,0.207054325363715,1
"Galbibacter sp. BG1",-5.30592784123754,3.13472897018446,0.207073048582869,1
"[Ruminococcus] lactaris",-1.57350935230009,0.941621712359602,0.207871486466045,1
"Streptococcus periodonticum",-5.15334833003094,3.04989730278405,0.208863563453538,1
"Corynebacterium pseudotuberculosis",-5.88076202836909,3.53141266507346,0.208912264186708,1
"Olivibacter sp. LS-1",-4.57055800396499,2.99154478544845,0.210363109340149,1
"Devriesea agamarum",-5.36773885456255,3.50869135959333,0.211238035388189,1
"Pararhizobium sp. BT-229",-5.72200729618472,3.50558858250032,0.213414357376289,1
"Coprococcus catus",-1.26128047382646,0.720318783763133,0.213734880788598,1
"Gemmata massiliana",-5.26579128302635,3.52783300819933,0.213967609305594,1
"Profundibacter amoris",-5.47790986536264,3.29095072122433,0.2144945661783,1
"Pseudovibrio brasiliensis",-5.56916584806025,3.38303524266489,0.215485024286938,1
"Geomonas subterranea",-4.91181386968823,3.27701488538008,0.216236234426465,1
"Fusobacterium pseudoperiodonticum",-7.14382731088297,4.8032279503112,0.21661704129522,1
"Nitratireductor kimnyeongensis",-4.68638767530669,2.79251806745797,0.21685083597447,1
"Sarcina sp. JB2",-4.90130128007511,3.25663552861944,0.216869353199583,1
"Raineyella fluvialis",-4.88771782177357,2.97998387265193,0.217480243600093,1
"Ottowia oryzae",-4.68154711605746,2.83518555174708,0.217718057643928,1
"Cytobacillus firmus",-5.07466035324345,3.0758082764093,0.217869911641369,1
"Frondihabitans sucicola",-4.90433085089642,2.99304612550931,0.218013726988862,1
"Candidatus Viadribacter manganicus",-5.07462302126833,3.06011317297765,0.218040457238844,1
"Peptoniphilus harei",-4.93906793590208,2.9787852521194,0.218422548655339,1
"Methylococcus mesophilus",-4.78371004050654,2.87254869687328,0.218779227653988,1
"Pseudomonas oryzihabitans",-5.01970755921817,3.05268627369521,0.219864809971413,1
"Vibrio scophthalmi",-5.0167167494245,3.04727345763358,0.220370769354057,1
"Snodgrassella communis",-5.13491305242632,3.15924588313145,0.220458867758462,1
"Achromobacter sp. ES-001",-5.40254928813431,3.32218599716248,0.220503444117289,1
"Rothia aeria",-4.61782238787728,3.09884466609616,0.220594332796444,1
"Tannockella kyphosi",-4.3090943594506,2.88424080372466,0.220649328633244,1
"Clostridium isatidis",-5.94779822240807,4.01420598831203,0.220873126858733,1
"Phoenicibacter congonensis",-4.79438272969476,3.26035344797829,0.222301040347672,1
"Gluconacetobacter diazotrophicus",-4.50120820841124,3.06293624301,0.224998729619336,1
"Streptococcus sp. DTU_2020_1001019_1_SI_AUS_MUR_006",-4.45658797324613,3.01835078041782,0.228323569731934,1
"Paenibacillus bovis",-4.83472209714013,3.03809786649885,0.228623834472732,1
"Saccharopolyspora gloriosae",-4.70155909275656,2.93824648957674,0.230123593904226,1
"Methylobacterium tardum",-4.94693260380734,3.13582750979104,0.230652517392932,1
"Psychrobacter arenosus",-4.93412561242938,3.1266174138591,0.230844238057803,1
"Thermoanaerobacterium xylanolyticum",-4.78003718961328,2.97480852188058,0.23122858904596,1
"Mycobacterium sp. IDR2000157661",-5.17448237471571,3.320063243682,0.231790612057435,1
"Phyllobacterium sp. A18/5-2",-4.62030685981984,2.87252753006165,0.231930991121864,1
"Stieleria neptunia",2.69257555853265,1.89252523496835,0.232137906208643,1
